1	14	2	9	9	9	9	9
2	14	3					
3	14	4					
4	14	5					
5	14	6					
6	14	7					
7	14	8					
8	14	9					
9	14	10					
10	14	11					
11	14	12					
12	14	25					
13	14	26					
14	14	27					
15	14	28					
16	14	29					
17	14	30					
18	14	31					
19	14	32					
20	14	33					
21	14	34					
22	11	47					
23	13	164					
24	12	204					
25	12	251					
26	12	252					
27	12	254					
28	12	261					
29	12	262					
30	12	263					
31	12	326					
32	11	327					
33	11	328					
34	14	553					
35	14	554					
36	11	590					
37	14	590					
38	12	593					
39	11	597					
40	15	605					
41	15	606					
42	15	607					
43	15	608					
44	12	614					
45	12	615					
46	12	616					
47	12	617					
48	12	621					
49	12	627					
50	12	633					
51	12	639					
52	12	645					
53	11	665					
54	12	669					
55	12	682					
56	12	683					
57	12	687					
58	12	688					
59	11	695					
60	12	718					
61	12	735					
62	12	736					
63	12	737					
64	12	748					
65	12	749					
66	13	892					
67	13	1202					
68	13	1203					
69	13	1204					
70	13	1205					
71	13	1206					
72	1	5844					
73	5	5844					
74	6	5844					
75	6	5845					
76	1	5846					
77	6	5846					
78	1	5847					
79	6	5847					
80	6	5848					
81	1	5850					
82	1	5857					
83	4	5859					
84	6	5860					
85	1	5870					
86	1	5873					
87	1	5875					
88	6	5941					
89	5	5955					
90	5	5956					
91	5	5957					
92	5	5958					
93	5	5959					
94	5	5960					
95	5	5961					
96	5	5962					
97	5	5963					
98	5	5964					
99	5	5965					
100	5	5966					
101	5	5967					
102	5	5968					
103	6	6009					
104	3	6018					
105	3	6019					
106	3	6025					
107	5	6028					
108	5	6029					
109	5	6030					
110	1	6045					
111	4	6045					
112	4	6046					
113	4	6049					
114	4	6050					
115	4	6121					
116	4	6122					
117	4	6135					
118	4	6136					
119	4	6143					
120	4	6147					
121	4	6151					
122	4	6155					
123	4	6159					
124	4	6163					
125	3	6254					
126	3	6257					
127	3	6260					
128	2	6353					
129	2	6401					
130	2	6414					
131	2	6427					
132	2	6441					
133	2	6481					
134	2	6482					
135	2	6486					
136	2	6490					
137	2	6532					
138	1	6639					
139	3	6639					
140	4	6639					
141	3	6642					
142	4	6665					
143	4	6667					
144	4	6669					
145	3	6669					
146	4	6671					
147	4	6673					
148	4	6675					
149	4	6677					
150	4	6679					
151	4	6681					
152	4	6685					
153	4	6687					
154	4	6803					
155	4	6908					
156	4	6911					
157	4	6912					
158	4	6913					
159	4	6914					
160	4	6915					
161	2	6969					
162	2	6975					
163	2	6992					
164	2	6994					
165	6	7001					
166	6	7003					
167	6	7004					
168	6	7005					
169	2	7006					
170	3	7007					
171	3	7008					
172	6	7009					
173	6	7010					
174	6	7011					
175	5	7012					
176	5	7013					
177	5	7014					
178	3	7015					
179	3	7016					
180	3	7019					
181	3	7020					
182	3	7021					
183	3	7024					
184	3	7025					
185	3	7026					
186	3	7027					
187	6	7028					
188	6	7029					
189	3	7030					
190	3	7031					
191	3	7032					
192	3	7033					
193	3	7034					
194	3	7035					
195	3	7036					
196	3	7037					
197	3	7038					
198	3	7039					
199	3	7040					
200	3	7041					
201	3	7042					
202	3	7043					
203	3	7044					
204	3	7045					
205	3	7046					
206	3	7047					
207	3	7048					
208	3	7049					
209	3	7050					
210	3	7051					
211	5	7052					
212	5	7053					
213	5	7054					
214	5	7055					
215	5	7056					
216	5	7057					
217	5	7058					
218	5	7059					
219	5	7060					
220	5	7061					
221	5	7062					
222	5	7063					
223	5	7064					
224	5	7065					
225	5	7066					
226	5	7067					
227	5	7068					
228	5	7069					
229	5	7070					
230	5	7071					
231	5	7072					
232	5	7073					
233	5	7074					
234	5	7075					
235	5	7076					
236	5	7077					
237	5	7078					
238	5	7079					
239	5	7080					
240	5	7081					
241	5	7082					
242	5	7083					
243	5	7084					
244	5	7085					
245	5	7086					
246	5	7087					
247	5	7089					
248	3	7095					
249	5	7097					
250	5	7098					
251	5	7099					
252	5	7100					
253	5	7101					
254	5	7102					
255	5	7103					
256	5	7104					
257	5	7105					
258	5	7106					
259	5	7107					
260	5	7108					
261	5	7109					
262	5	7110					
263	5	7111					
264	5	7112					
265	5	7113					
266	5	7114					
267	5	7115					
268	5	7116					
269	5	7117					
270	5	7118					
271	6	7119					
272	6	7121					
273	6	7122					
274	6	7123					
275	6	7124					
276	3	7125					
277	3	7126					
278	3	7127					
279	3	7128					
280	3	7129					
281	3	7130					
282	3	7131					
283	3	7132					
284	3	7133					
285	3	7134					
286	3	7135					
287	3	7136					
288	3	7137					
289	3	7138					
290	3	7139					
291	3	7140					
292	3	7141					
293	3	7142					
294	3	7143					
295	3	7144					
296	3	7145					
297	3	7146					
298	3	7151					
299	3	7152					
300	3	7153					
301	3	7154					
302	3	7155					
303	3	7156					
304	3	7157					
305	2	7165					
306	3	7166					
307	3	7167					
308	2	7168					
309	2	7169					
310	2	7170					
311	2	7171					
312	2	7172					
313	2	7173					
314	2	7174					
315	2	7175					
316	8	7176					
317	9	7178					
318	9	7183					
319	10	7188					
320	10	7189					
321	10	7190					
322	10	7191					
323	9	7193					
324	9	7194					
325	9	7195					
326	9	7196					
327	9	7197					
328	10	7199					
329	10	7200					
330	10	7201					
331	10	7203					
332	9	7205					
333	9	7206					
334	8	7207					
335	8	7208					
336	8	7209					
337	9	7209					
338	8	7210					
339	9	7210					
340	10	7210					
341	8	7211					
342	9	7211					
343	10	7211					
344	10	7212					
345	10	7213					
346	10	7214					
347	10	7216					
348	8	7217					
349	8	7218					
350	8	7219					
351	8	7220					
352	8	7221					
353	8	7222					
354	8	7227					
355	9	7227					
