2	1	2		
25	1	25		
50	1	50		
164	1	164		
204	1	204		
251	1	251		
261	1	261		
262	1	262		
263	1	263		
326	1	326		
339	1	339		
349	1	349		
353	1	353		
354	1	354		
356	1	356		
537	1	537		
553	1	553		
566	1	566		
597	1	597		
614	1	614		
615	1	615		
616	1	616		
617	1	617		
649	1	649		
650	1	650		
665	1	665		
682	1	682		
683	1	683		
687	1	687		
688	1	688		
695	1	695		
748	1	748		
749	1	749		
755	1	755		
866	1	866		
867	1	867		
870	1	870		
886	1	886		
887	1	887		
888	1	888		
892	1	892		
895	1	895		
896	1	896		
897	1	897		
898	1	898		
899	1	899		
904	1	904		
906	1	906		
907	1	907		
909	1	909		
911	1	911		
1190	1	1190		
1254	1	1254		
1311	1	1311		
3	2	3		
26	2	26		
252	2	252		
254	2	254		
270	2	270		
274	2	274		
276	2	276		
278	2	278		
281	2	281		
282	2	282		
283	2	283		
286	2	286		
287	2	287		
288	2	288		
291	2	291		
292	2	292		
323	2	323		
324	2	324		
325	2	325		
340	2	340		
357	2	357		
538	2	538		
567	2	567		
619	2	619		
620	2	620		
621	2	621		
625	2	625		
626	2	626		
627	2	627		
631	2	631		
632	2	632		
633	2	633		
637	2	637		
638	2	638		
639	2	639		
643	2	643		
644	2	644		
645	2	645		
713	2	713		
714	2	714		
715	2	715		
716	2	716		
717	2	717		
718	2	718		
871	2	871		
872	2	872		
873	2	873		
874	2	874		
883	2	883		
912	2	912		
913	2	913		
914	2	914		
915	2	915		
916	2	916		
917	2	917		
918	2	918		
919	2	919		
1191	2	1191		
1192	2	1192		
1193	2	1193		
1194	2	1194		
1195	2	1195		
1196	2	1196		
1197	2	1197		
1198	2	1198		
4	3	4		
27	3	27		
341	3	341		
358	3	358		
539	3	539		
568	3	568		
875	3	875		
876	3	876		
877	3	877		
878	3	878		
879	3	879		
880	3	880		
881	3	881		
882	3	882		
884	3	884		
885	3	885		
920	3	920		
921	3	921		
922	3	922		
923	3	923		
924	3	924		
925	3	925		
935	3	935		
936	3	936		
937	3	937		
938	3	938		
939	3	939		
940	3	940		
950	3	950		
951	3	951		
952	3	952		
953	3	953		
954	3	954		
955	3	955		
965	3	965		
966	3	966		
967	3	967		
968	3	968		
969	3	969		
970	3	970		
980	3	980		
981	3	981		
982	3	982		
983	3	983		
984	3	984		
995	3	995		
996	3	996		
997	3	997		
998	3	998		
999	3	999		
5	4	5		
28	4	28		
342	4	342		
359	4	359		
540	4	540		
569	4	569		
926	4	926		
927	4	927		
928	4	928		
929	4	929		
930	4	930		
931	4	931		
932	4	932		
941	4	941		
942	4	942		
943	4	943		
944	4	944		
945	4	945		
946	4	946		
947	4	947		
956	4	956		
957	4	957		
958	4	958		
959	4	959		
960	4	960		
961	4	961		
962	4	962		
971	4	971		
972	4	972		
973	4	973		
974	4	974		
975	4	975		
976	4	976		
977	4	977		
985	4	985		
986	4	986		
987	4	987		
988	4	988		
989	4	989		
990	4	990		
991	4	991		
992	4	992		
1000	4	1000		
1001	4	1001		
1002	4	1002		
1003	4	1003		
1004	4	1004		
1005	4	1005		
1006	4	1006		
1007	4	1007		
6	5	6		
29	5	29		
343	5	343		
360	5	360		
541	5	541		
570	5	570		
933	5	933		
934	5	934		
948	5	948		
949	5	949		
963	5	963		
964	5	964		
978	5	978		
979	5	979		
993	5	993		
994	5	994		
1008	5	1008		
1009	5	1009		
1010	5	1010		
1011	5	1011		
1012	5	1012		
1013	5	1013		
1014	5	1014		
1015	5	1015		
1016	5	1016		
1017	5	1017		
1018	5	1018		
1019	5	1019		
1020	5	1020		
1021	5	1021		
1022	5	1022		
1023	5	1023		
1024	5	1024		
1025	5	1025		
